name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
CGV Grand Indonesia,CGV,Jakarta,cgv,002,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/002,ec54c68e-6b3b-474e-91b4-42296077dba5,2026-05-16T13:56:13.338129
CGV Pacific Place,CGV,Jakarta,cgv,003,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/003,e06c4dd8-6da3-49cb-8009-4d0f6d9c409c,2026-05-16T13:56:13.338321
CGV Central Park,CGV,Jakarta,cgv,006,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/006,0a745b32-d63b-4647-b1dd-c6becc25d5a4,2026-05-16T13:56:13.338383
CGV Slipi Jaya,CGV,Jakarta,cgv,020,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/020,da2979dc-ae24-4c1c-b7aa-1923eab9a13f,2026-05-16T13:56:13.338439
CGV Green Pramuka Mall,CGV,Jakarta,cgv,025,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/025,e04322be-d93a-4185-8f90-83b81deb97c3,2026-05-16T13:56:13.338494
CGV Bella Terra Lifestyle Center,CGV,Jakarta,cgv,028,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/028,dcdbb7e1-27f9-4e48-9903-22a66fa2f74b,2026-05-16T13:56:13.338582
CGV Transmart Cempaka Putih,CGV,Jakarta,cgv,035,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/035,f83dee25-20b6-4e0c-87dc-1f2d203d3e94,2026-05-16T13:56:13.338659
CGV Aeon Mall JGC,CGV,Jakarta,cgv,037,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/037,cecc9d70-e2e7-482c-a1be-98a9cb1ff78f,2026-05-16T13:56:13.338718
CGV FX Sudirman,CGV,Jakarta,cgv,049,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/049,d85ede61-9c1f-4496-8a22-b9f2703bacba,2026-05-16T13:56:13.338773
CGV Sunter Mall,CGV,Jakarta,cgv,068,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/068,b738ef23-1682-47eb-b4f8-46345cfda6b7,2026-05-16T13:56:13.338828
CGV Buaran Plaza,CGV,Jakarta,cgv,086,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/086,30b47dc9-9bd6-4269-9c1c-7f4d65002a13,2026-05-16T13:56:13.338880
CGV Poins Mall,CGV,Jakarta,cgv,092,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/092,8ffd5718-ad82-4f0c-a0c8-bf34ac6870e5,2026-05-16T13:56:13.338932
CGV Paris Van Java,CGV,Bandung,cgv,001,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/001,c3607bf0-2b2b-44f8-8a88-4ca8a81531c6,2026-05-16T13:56:13.339024
CGV Miko Mall,CGV,Bandung,cgv,011,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/011,d422110d-68e5-47e5-92ff-be4677113f89,2026-05-16T13:56:13.339079
CGV BEC Mall,CGV,Bandung,cgv,014,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/014,e481497d-cd0b-4147-88f9-d9ee41e5ef7a,2026-05-16T13:56:13.339132
CGV 23 Paskal Shopping Center,CGV,Bandung,cgv,029,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/029,d87c3b58-af93-49cd-b7d3-87582b25c44e,2026-05-16T13:56:13.339201
CGV Metro Indah Mall,CGV,Bandung,cgv,038,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/038,cd65d9c5-3201-432e-8f73-be989a290003,2026-05-16T13:56:13.339265
CGV Kings Shopping Center,CGV,Bandung,cgv,060,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/060,854b35d6-10c9-4d96-b1e0-efea893d1fd7,2026-05-16T13:56:13.339322
CGV Teras Kota,CGV,Tangerang,cgv,005,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/005,3e5f71c2-bab6-4a7f-9f5b-5397a0fb3e84,2026-05-16T13:56:13.339383
CGV Ecoplaza Citraraya Cikupa,CGV,Tangerang,cgv,022,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/022,811f638b-c2bc-4f5d-88fa-208b3d579da9,2026-05-16T13:56:13.339437
CGV Transmart Graha Bintaro,CGV,Tangerang,cgv,045,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/045,a63aeb58-f6e8-4be4-811b-eafa31349f4e,2026-05-16T13:56:13.339490
CGV Paradise Walk Serpong,CGV,Tangerang,cgv,065,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/065,8fd55148-c48e-418d-b1ad-77e8c2410f07,2026-05-16T13:56:13.339543
CGV Grand Batavia,CGV,Tangerang,cgv,080,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/080,eb621fc1-c018-4b81-bd43-9c17b77e5bd8,2026-05-16T13:56:13.339597
CGV Foodmosphere,CGV,Tangerang,cgv,083,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/083,f6588508-b3e7-4337-af93-28557325c73d,2026-05-16T13:56:13.339654
CGV Mal Ciputra Tangerang,CGV,Tangerang,cgv,089,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/089,1469b24b-da45-4b1c-a6d7-120d73e68222,2026-05-16T13:56:13.339707
CGV Bekasi Cyber Park,CGV,Bekasi,cgv,007,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/007,c6774fb1-ec03-4fb6-a150-922480ad3b70,2026-05-16T13:56:13.339765
CGV Bekasi Trade Center,CGV,Bekasi,cgv,036,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/036,f458d901-38a4-4519-8404-4ad96086b2d2,2026-05-16T13:56:13.339818
CGV Lagoon Avenue Bekasi,CGV,Bekasi,cgv,040,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/040,aa81595d-fd00-4253-a0f4-7603d8e54d19,2026-05-16T13:56:13.339871
CGV Plaza Balikpapan,CGV,Balikpapan,cgv,008,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/008,57c1783a-4fb8-443e-a39f-cd3fbf69b263,2026-05-16T13:56:13.339926
CGV Jwalk Mall,CGV,Yogyakarta,cgv,013,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/013,ce93b8ff-0906-4a24-a290-610cac7f91d0,2026-05-16T13:56:13.339981
CGV Pakuwon Mall Jogja,CGV,Yogyakarta,cgv,017,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/017,3df97d3c-af66-42f2-8669-052861b8fc88,2026-05-16T13:56:13.340032
CGV Transmart Maguwo,CGV,Yogyakarta,cgv,031,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/031,346b01c2-4bf1-4362-ae59-87e3046fd43e,2026-05-16T13:56:13.340137
