name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
Binjai Supermall,Cinepolis,Binjai,cinepolis,525e66bd-4934-4314-aa66-62c2cdf3541d,"Jl. Soekarno- Hatta No.14, Timbang Langkat, Binjai, Sumatra utara, LT UG , Binjai",3.6077359,98.4965394,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=525e66bd-4934-4314-aa66-62c2cdf3541d&title=binjai-supermall,8259b789-3928-4bf1-b804-40f1eb9a4ee0,2026-05-17T06:20:14.510650
Blu Plaza,Cinepolis,Bekasi Timur,cinepolis,30e9d642-7d56-4f14-b1ed-8759dbf7c39e,"Jl. Chairil anwar no.27-36 RT 004/009, Margahayu, kec. Bekasi Timur, kota Bekasi, Jawa Barat , Bekasi , Bekasi",-6.2561103,107.0079925,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=30e9d642-7d56-4f14-b1ed-8759dbf7c39e&title=blu-plaza,41214644-b539-4ec4-9d2e-d73bb72cd8ba,2026-05-17T06:20:15.855081
Cibubur Junction,Cinepolis,Cibubur,cinepolis,c6d8218f-213b-49ef-bb86-19c12539706a,"Jalan Jambore No.1, RT.8/RW.7, Cibubur, Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta , Jakarta Timur",-6.369634,106.894167,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=c6d8218f-213b-49ef-bb86-19c12539706a&title=cibubur-junction,773892f5-0e21-4eaa-836f-7d3c272306b4,2026-05-17T06:20:17.128660
Citimall Ketapang,Cinepolis,Ketapang,cinepolis,a0aa6441-4287-4311-a04f-b476e1ae59b6,"Sampit, Delta Pawan, Payah Kumang, Delta Pawan, Kabupaten Ketapang, Kalimantan Barat , Ketapang",-1.825966,109.969306,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=a0aa6441-4287-4311-a04f-b476e1ae59b6&title=citimall-ketapang,7582528e-c92d-45a7-a25c-eb0119e2ad26,2026-05-17T06:20:18.630225
Citimall Prabumulih,Cinepolis,Prabumulih,cinepolis,b8890aa6-2294-4e93-aad3-f43bd19a91e9,"Citimall Jalan Lingkar Timur RT 11 RW 01 Kelurahan Gunung Ibul, Kecamatan Prabumulih Timur , Prabumulih",-3.39902,104.275205,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=b8890aa6-2294-4e93-aad3-f43bd19a91e9&title=citimall-prabumulih,cc92be0d-59c4-4761-8378-d664e6866c89,2026-05-17T06:20:20.125452
Citimall Sampit,Cinepolis,Sampit,cinepolis,8bce6bde-4b4f-400d-8426-1964eacfbf5f,"Jl. Jenderal Sudirman KM 1,5 (Citimall) Sampit, RT 47 RW 8, Kelurahan Mentawa Baru Hulu, Kecamatan Mentawa Baru Ketapang, Kabupaten Kotawaringin Timur , Sampit",-2.5394453,112.958727,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=8bce6bde-4b4f-400d-8426-1964eacfbf5f&title=citimall-sampit,d6bd3f2d-26ac-4761-b88f-a810ec1cd0b7,2026-05-17T06:20:21.650164
Citiplaza Kutabumi,Cinepolis,Kutabumi,cinepolis,5397d046-5b67-4f7a-ac25-4ac93accd3f9,"Citiplaza Kutabumi Lt.2, Jl. Raya Kutabumi No.8, Kuta Baru, Kec. Ps. Kemis, Tangerang, Banten 15560 , Tangerang",-6.1531024,106.578642,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=5397d046-5b67-4f7a-ac25-4ac93accd3f9&title=citiplaza-kutabumi,97f4db90-f15d-4e40-a194-26d37241067b,2026-05-17T06:20:23.208012
City Of Tomorrow,Cinepolis,Surabaya,cinepolis,1e8a8275-1629-408f-a13e-4a5bb93aab31,"Jl. A. Yani No 288, Dukuh Menanggal, Gayungan, Kota Surabaya , Surabaya",-7.3454,112.7278607,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=1e8a8275-1629-408f-a13e-4a5bb93aab31&title=city-of-tomorrow,2fca8f0a-82b4-4ded-8469-dad4435c4e12,2026-05-17T06:20:24.781404
Depok Town Square,Cinepolis,Depok,cinepolis,e179a74f-0e1c-4842-83bb-ffa7306922d4,"Jalan Margonda Raya No 1, RT 002/RW 008, Kelurahan Pondok Cina, Kecamatan Beji, Kota Depok , Depok",-6.372575,106.832443,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=e179a74f-0e1c-4842-83bb-ffa7306922d4&title=depok-town-square,9579bf8b-ecfb-4457-9d01-af4ae8c4a0c3,2026-05-17T06:20:26.226462
Distrik 1 Meikarta,Cinepolis,Cikarang,cinepolis,95e3c3a7-b4de-4909-9102-a05dbbb2e129,"District 1 Meikarta Jl. Orange County Boulevard, Cikarang Selatan, Bekasi, Jawa Barat 17530 , Cikarang",-6.3389,107.1668,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=95e3c3a7-b4de-4909-9102-a05dbbb2e129&title=distrik-1-meikarta,d6a0dece-22b0-46d9-8335-10543228158b,2026-05-17T06:20:27.855174
