name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
CGV Grand Indonesia,CGV,Jakarta,cgv,002,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/002,9672291d-644b-4801-a159-ac36b97b84da,2026-05-27T16:19:39.869343
CGV Pacific Place,CGV,Jakarta,cgv,003,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/003,21341883-103c-44c1-ab00-54c68b96b8c5,2026-05-27T16:19:39.869466
CGV Central Park,CGV,Jakarta,cgv,006,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/006,d8ff9b59-0316-4b9f-beea-4ae62521ee1c,2026-05-27T16:19:39.869530
CGV Slipi Jaya,CGV,Jakarta,cgv,020,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/020,3c48b608-6f90-4577-a16d-ac8fc97f4407,2026-05-27T16:19:39.869586
CGV Green Pramuka Mall,CGV,Jakarta,cgv,025,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/025,d023dbe2-5709-42d8-8071-7c6cd7371ec4,2026-05-27T16:19:39.869641
CGV Bella Terra Lifestyle Center,CGV,Jakarta,cgv,028,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/028,f6193e1f-1d65-4bca-bd25-fb7d394995ec,2026-05-27T16:19:39.869697
CGV Transmart Cempaka Putih,CGV,Jakarta,cgv,035,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/035,b7deabd9-3105-493e-9a50-6350cc4d0e30,2026-05-27T16:19:39.869751
CGV Aeon Mall JGC,CGV,Jakarta,cgv,037,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/037,bac56926-7834-4756-a9c3-a77bb4e34b4b,2026-05-27T16:19:39.869802
CGV FX Sudirman,CGV,Jakarta,cgv,049,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/049,e834ef2a-d438-45c1-9b48-f528668c5490,2026-05-27T16:19:39.869852
CGV Sunter Mall,CGV,Jakarta,cgv,068,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/068,2c12301e-5633-43d8-849d-3489c1d07ecf,2026-05-27T16:19:39.869900
CGV Buaran Plaza,CGV,Jakarta,cgv,086,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/086,21ba1f29-ba2f-4848-a94b-da71124f056d,2026-05-27T16:19:39.869950
CGV Poins Mall,CGV,Jakarta,cgv,092,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/092,4aed2e08-a8bb-4eca-a739-a68abcab54b3,2026-05-27T16:19:39.869998
