name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
CGV Grand Indonesia,CGV,Jakarta,cgv,002,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/002,b960dafa-eedd-4016-b479-f2a25d3a0277,2026-05-21T00:27:52.737706
CGV Pacific Place,CGV,Jakarta,cgv,003,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/003,4b564a11-92d1-4e01-a0b3-52496ce62200,2026-05-21T00:27:52.737796
CGV Central Park,CGV,Jakarta,cgv,006,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/006,d4189744-6fcd-4e0b-8190-8caab6c255d7,2026-05-21T00:27:52.737856
CGV Slipi Jaya,CGV,Jakarta,cgv,020,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/020,0dda8c3d-e329-47f2-9908-ee077a7f0191,2026-05-21T00:27:52.737911
CGV Green Pramuka Mall,CGV,Jakarta,cgv,025,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/025,b2bb36b8-938e-4253-99c0-808e2515152a,2026-05-21T00:27:52.737964
CGV Bella Terra Lifestyle Center,CGV,Jakarta,cgv,028,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/028,d8630a56-db2a-4e9b-8b9a-dcb08c135059,2026-05-21T00:27:52.738017
CGV Transmart Cempaka Putih,CGV,Jakarta,cgv,035,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/035,f6d332d0-0372-4c58-bd85-e12ec275a40c,2026-05-21T00:27:52.738068
CGV Aeon Mall JGC,CGV,Jakarta,cgv,037,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/037,aff06baf-881f-4ea3-ad73-5daf14659153,2026-05-21T00:27:52.738119
CGV FX Sudirman,CGV,Jakarta,cgv,049,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/049,894c2c74-9b16-42dd-b207-02ce9cdae30b,2026-05-21T00:27:52.738171
CGV Sunter Mall,CGV,Jakarta,cgv,068,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/068,e3d65baf-07ee-43af-8bc2-930f91a6d200,2026-05-21T00:27:52.738223
CGV Buaran Plaza,CGV,Jakarta,cgv,086,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/086,de6fd6b1-fd5a-4ce3-8ab7-3c0dbf9d4a27,2026-05-21T00:27:52.738274
CGV Poins Mall,CGV,Jakarta,cgv,092,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/092,750ee07b-8014-47cb-acd9-a883b9b28494,2026-05-21T00:27:52.738325
CGV Paris Van Java,CGV,Bandung,cgv,001,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/001,c9328f8d-626a-45ea-a76c-ad307e90cb89,2026-05-21T00:27:52.738377
CGV Miko Mall,CGV,Bandung,cgv,011,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/011,1fd27a55-a4f4-43fc-ba45-812a392e02ac,2026-05-21T00:27:52.738427
CGV BEC Mall,CGV,Bandung,cgv,014,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/014,3c743772-0f0b-48cc-b550-a27b5d27dacd,2026-05-21T00:27:52.738478
CGV 23 Paskal Shopping Center,CGV,Bandung,cgv,029,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/029,b8b4e48a-e597-41c2-a37c-e725dc79f043,2026-05-21T00:27:52.738529
CGV Metro Indah Mall,CGV,Bandung,cgv,038,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/038,eff71c44-6195-4fe0-9690-a56eca38c4c9,2026-05-21T00:27:52.738579
CGV Kings Shopping Center,CGV,Bandung,cgv,060,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/060,156d01d4-cc57-4df8-9c9b-72db692ab8e4,2026-05-21T00:27:52.738629
CGV Teras Kota,CGV,Tangerang,cgv,005,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/005,3c762365-fad1-4a13-95dd-478ad0bf877c,2026-05-21T00:27:52.738683
CGV Ecoplaza Citraraya Cikupa,CGV,Tangerang,cgv,022,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/022,40654fd5-c42e-4794-9e89-e7f67b093fbe,2026-05-21T00:27:52.738735
CGV Transmart Graha Bintaro,CGV,Tangerang,cgv,045,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/045,3f71fd62-ad03-4348-b3b8-44a763050aa7,2026-05-21T00:27:52.738787
CGV Paradise Walk Serpong,CGV,Tangerang,cgv,065,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/065,542b391d-bd35-418f-af36-2bd116bcb443,2026-05-21T00:27:52.738883
CGV Grand Batavia,CGV,Tangerang,cgv,080,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/080,b3082e49-a6f2-4d98-ba62-77aa87aa6a4e,2026-05-21T00:27:52.738936
CGV Foodmosphere,CGV,Tangerang,cgv,083,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/083,b4c22c06-5a8e-40ba-bffd-05688015d5f3,2026-05-21T00:27:52.738987
CGV Mal Ciputra Tangerang,CGV,Tangerang,cgv,089,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/089,49863108-898b-4adf-9a22-3916bfe7a0df,2026-05-21T00:27:52.739038
CGV Bekasi Cyber Park,CGV,Bekasi,cgv,007,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/007,348dfff3-9ca1-44bf-b2c8-f0663092d88a,2026-05-21T00:27:52.739089
CGV Bekasi Trade Center,CGV,Bekasi,cgv,036,,0.0,0.0,,https://www.cgv.id/en/schedule/cinema/036,5c9522ba-529d-419e-9e5e-70dba9cf6607,2026-05-21T00:27:52.739139
