name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
Binjai Supermall,Cinepolis,Binjai,cinepolis,525e66bd-4934-4314-aa66-62c2cdf3541d,"Jl. Soekarno- Hatta No.14, Timbang Langkat, Binjai, Sumatra utara, LT UG , Binjai",3.6077359,98.4965394,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=525e66bd-4934-4314-aa66-62c2cdf3541d&title=binjai-supermall,046a5891-83c9-43df-8b1c-163b1d4eba81,2026-05-17T05:59:13.521866
Blu Plaza,Cinepolis,Bekasi Timur,cinepolis,30e9d642-7d56-4f14-b1ed-8759dbf7c39e,"Jl. Chairil anwar no.27-36 RT 004/009, Margahayu, kec. Bekasi Timur, kota Bekasi, Jawa Barat , Bekasi , Bekasi",-6.2561103,107.0079925,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=30e9d642-7d56-4f14-b1ed-8759dbf7c39e&title=blu-plaza,8ede0b82-4f9a-4217-8d94-49b856fa6924,2026-05-17T05:59:14.610769
Cibubur Junction,Cinepolis,Cibubur,cinepolis,c6d8218f-213b-49ef-bb86-19c12539706a,"Jalan Jambore No.1, RT.8/RW.7, Cibubur, Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta , Jakarta Timur",-6.369634,106.894167,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=c6d8218f-213b-49ef-bb86-19c12539706a&title=cibubur-junction,0674860d-11a5-4919-87be-ea046bc37abd,2026-05-17T05:59:14.662469
Citimall Ketapang,Cinepolis,Ketapang,cinepolis,a0aa6441-4287-4311-a04f-b476e1ae59b6,"Sampit, Delta Pawan, Payah Kumang, Delta Pawan, Kabupaten Ketapang, Kalimantan Barat , Ketapang",-1.825966,109.969306,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=a0aa6441-4287-4311-a04f-b476e1ae59b6&title=citimall-ketapang,f006500d-8ce4-4d24-b17c-508dceaf3420,2026-05-17T05:59:16.213556
Citimall Prabumulih,Cinepolis,Prabumulih,cinepolis,b8890aa6-2294-4e93-aad3-f43bd19a91e9,"Citimall Jalan Lingkar Timur RT 11 RW 01 Kelurahan Gunung Ibul, Kecamatan Prabumulih Timur , Prabumulih",-3.39902,104.275205,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=b8890aa6-2294-4e93-aad3-f43bd19a91e9&title=citimall-prabumulih,bd28d543-64fd-452a-b4b0-4449e5638008,2026-05-17T05:59:17.675475
Citimall Sampit,Cinepolis,Sampit,cinepolis,8bce6bde-4b4f-400d-8426-1964eacfbf5f,"Jl. Jenderal Sudirman KM 1,5 (Citimall) Sampit, RT 47 RW 8, Kelurahan Mentawa Baru Hulu, Kecamatan Mentawa Baru Ketapang, Kabupaten Kotawaringin Timur , Sampit",-2.5394453,112.958727,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=8bce6bde-4b4f-400d-8426-1964eacfbf5f&title=citimall-sampit,a7cbebbb-495a-4e37-8cda-361a101c69ae,2026-05-17T05:59:19.181669
Citiplaza Kutabumi,Cinepolis,Kutabumi,cinepolis,5397d046-5b67-4f7a-ac25-4ac93accd3f9,"Citiplaza Kutabumi Lt.2, Jl. Raya Kutabumi No.8, Kuta Baru, Kec. Ps. Kemis, Tangerang, Banten 15560 , Tangerang",-6.1531024,106.578642,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=5397d046-5b67-4f7a-ac25-4ac93accd3f9&title=citiplaza-kutabumi,3d619077-caaa-47c0-b106-f2ab13b8e128,2026-05-17T05:59:20.656090
City Of Tomorrow,Cinepolis,Surabaya,cinepolis,1e8a8275-1629-408f-a13e-4a5bb93aab31,"Jl. A. Yani No 288, Dukuh Menanggal, Gayungan, Kota Surabaya , Surabaya",-7.3454,112.7278607,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=1e8a8275-1629-408f-a13e-4a5bb93aab31&title=city-of-tomorrow,75092969-15b8-4577-986c-6578318f322c,2026-05-17T05:59:22.247923
Depok Town Square,Cinepolis,Depok,cinepolis,e179a74f-0e1c-4842-83bb-ffa7306922d4,"Jalan Margonda Raya No 1, RT 002/RW 008, Kelurahan Pondok Cina, Kecamatan Beji, Kota Depok , Depok",-6.372575,106.832443,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=e179a74f-0e1c-4842-83bb-ffa7306922d4&title=depok-town-square,dd4420a9-87f9-4212-93ae-ac45f4a23c3a,2026-05-17T05:59:23.778786
Distrik 1 Meikarta,Cinepolis,Cikarang,cinepolis,95e3c3a7-b4de-4909-9102-a05dbbb2e129,"District 1 Meikarta Jl. Orange County Boulevard, Cikarang Selatan, Bekasi, Jawa Barat 17530 , Cikarang",-6.3389,107.1668,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=95e3c3a7-b4de-4909-9102-a05dbbb2e129&title=distrik-1-meikarta,af7e8aa3-6d0c-4a1a-afb0-ff1517ac5910,2026-05-17T05:59:25.223952
Gajah Mada Plaza,Cinepolis,Jakarta,cinepolis,2884f631-d4da-408b-91bb-01b70e9d257d,"Gajah Mada Plaza, Jl. Gajah Mada No. 19-26 Jakarta Pusat , Jakarta",-6.1607955,106.8182032,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=2884f631-d4da-408b-91bb-01b70e9d257d&title=gajah-mada-plaza,f42624bc-1674-4d22-bd77-9121d523758d,2026-05-17T05:59:26.738542
Istana Plaza,Cinepolis,Bandung,cinepolis,4538bc45-c9e7-4033-af62-ca4efab771b5,"Jalan Pasirkaliki No.121-123, Pamoyanan, Cicendo, Pamoyanan, Cicendo, Kota Bandung, Jawa Barat , Bandung",-6.905695,107.594883,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=4538bc45-c9e7-4033-af62-ca4efab771b5&title=istana-plaza,c1d3cd2f-3af2-4df4-bc00-02f1eaf9a38c,2026-05-17T05:59:28.247661
Java Supermall Semarang,Cinepolis,Semarang,cinepolis,0db5ab66-ec25-4ba1-bf74-94b01c4cf525,"Jl. Letjen MT. Hryono No.992-994 Lamper Kidul, Semarang Selatan, Kota Semarang - Jawa Tengah , Semarang",-7.00632,110.432733,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=0db5ab66-ec25-4ba1-bf74-94b01c4cf525&title=java-supermall-semarang,0992dc71-d54a-40d3-9b22-45959e255b20,2026-05-17T05:59:29.874273
Kalibata City Square,Cinepolis,Kalibata,cinepolis,fa892172-e616-4b42-b927-b4ee78379571,"Jalan Raya Kalibata No.1, RT.9/RW.4, Rawajati, Pancoran , Jakarta",-6.256931,106.851805,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=fa892172-e616-4b42-b927-b4ee78379571&title=kalibata-city-square,57028095-d2e0-4264-a4ca-07808b7c1090,2026-05-17T05:59:31.909114
Kebayoran Park Mall,Cinepolis,Kebayoran Lama,cinepolis,638c30b7-4e6f-4572-a52a-75c340b3b9a4,"Jl. Ciledug Raya, RT.1/RW.1, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240 , Jakarta",-6.2380161,106.7641745,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=638c30b7-4e6f-4572-a52a-75c340b3b9a4&title=kebayoran-park-mall,2240adfb-80c1-45b2-adf1-7af2e546dba6,2026-05-17T05:59:32.734833
KSquare Batam,Cinepolis,Batam,cinepolis,390197ce-9dbf-4e7b-a644-2574d6c841e2,"K SQUARE, Jl. Sudirman No.25-35, Sukajadi, Batam Kota, Batam City, Riau Islands 29444 , Batam",1.1011387,104.0367719,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=390197ce-9dbf-4e7b-a644-2574d6c841e2&title=ksquare-batam,909904cb-6294-4a49-99b3-dcae3c1cc8ae,2026-05-17T05:59:34.467772
Lippo Mall Kuta,Cinepolis,Kuta,cinepolis,86edf125-ee81-496d-b29a-e553a2c8038c,"Jalan Kartika Plaza Lingkar Segara, Kuta, Bali, Unit LG-15. , Bali",-8.735262,115.166693,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=86edf125-ee81-496d-b29a-e553a2c8038c&title=lippo-mall-kuta,7474756a-9d02-4407-8da9-f35f3553909d,2026-05-17T05:59:35.879831
Lippo Mall Nusantara,Cinepolis,Semanggi,cinepolis,d28d1c05-1648-404a-ac99-205bdd9f4e29,"Kawasan GRANADHA, lantai 5, Plaza Semanggi, Jalan Jenderal Sudirman Kavling 10, Jakarta Selatan , Jakarta",-6.219753,106.814441,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=d28d1c05-1648-404a-ac99-205bdd9f4e29&title=lippo-mall-nusantara,8cad0917-fb90-4a3f-81f6-91f48b9083d2,2026-05-17T05:59:37.228627
Lippo Plaza Batu,Cinepolis,Batu,cinepolis,278dbd9e-2ebd-46ed-a65f-84faf6cda783,"Mall Lippo Plaza Batu lantai 4, Jl. Gajah Mada, Sisir, Kec. Batu, Kota Batu, Jawa Timur. , Batu",-7.878652,112.534548,,https://cinepolis.co.id/movie/cinemaDetail.aspx?id=278dbd9e-2ebd-46ed-a65f-84faf6cda783&title=lippo-plaza-batu,42660206-d355-4f5c-b4c4-dd6bc59493bc,2026-05-17T05:59:38.764537
